Ticker,Description,Price,Change %,Technical Rating,Volume,Change from Open %,Volume*Price,Market Capitalization,Number of Employees,Sector,Industry,"Change 1M, %","Change 1W, %",Exchange
LH,Laboratory Corporation of America Holdings,233.56,-0.89952478,Sell,438027,-0.78164826,102305586.12,20693415427,75500,Health Services,Services to the Health Industry,-2.96634815,-3.31580908,NYSE
DIDIY,DiDi Global Inc.,3.78,-8.80579011,Buy,27056556,-5.26315789,102273781.68,18348263032,24396,Transportation,Other Transportation,41.30841121,32.63157895,OTC
TCEHY,Tencent Holding Ltd.,40.72,-0.39138943,Buy,2504124,-1.23696338,101967929.28,397072800703.228,112771,Technology Services,Internet Software/Services,7.75310929,3.63960295,OTC
OC,Owens Corning Inc,92.8,0.68351958,Strong Buy,1092121,1.10033773,101348828.8,8672745524,20000,Process Industries,Containers/Packaging,4.4574516,1.79903466,NYSE
GWW,"W.W. Grainger, Inc.",588.06,-0.87484197,Neutral,172297,-0.95998383,101320973.82,29714238008,24200,Distribution Services,Wholesale Distributors,-2.4873147,-2.32859421,NYSE
YUMC,"Yum China Holdings, Inc.",56.53,-2.60165403,Buy,1789025,-2.09560097,101133583.25,23653696886.000004,450000,Consumer Services,Restaurants,2.55805515,1.87421157,NYSE
QRVO,"Qorvo, Inc.",97.6,-1.1945738,Buy,1032009,-0.10235415,100724078.4,9895612406,8900,Electronic Technology,Semiconductors,-1.66246851,0.4218541,NASDAQ
TRMB,Trimble Inc.,57.5,-0.36388841,Sell,1751246,-0.36388841,100696645,14180919952,11931,Electronic Technology,Electronic Equipment/Instruments,-3.76569038,-5.79947575,NASDAQ
CNHI,CNH Industrial N.V.,15.99,-1.35718692,Buy,6278839,-1.53940887,100398635.61,21498232628,71895,Producer Manufacturing,Trucks/Construction/Farm Machinery,-0.3117207,-4.13669065,NYSE
ENTG,"Entegris, Inc.",69.83,-2.63524819,Sell,1433137,-0.71093417,100075956.71,10407084743.999998,6850,Producer Manufacturing,Industrial Machinery,-9.65196015,-7.88814141,NASDAQ
EFX,"Equifax, Inc.",197.45,-0.31805331,Buy,504643,0.53462322,99641760.35,24176454493,12700,Commercial Services,Miscellaneous Commercial Services,0.04053301,-1.95153441,NYSE
DINO,HF Sinclair Corporation,48.72,-2.05066345,Sell,2031923,-1.17647059,98995288.56,9779591656,4208,Energy Minerals,Oil Refining/Marketing,-21.8479307,-13.64764268,NYSE
CBOE,"Cboe Global Markets, Inc.",124.39,-1.91610156,Neutral,792434,-2.52331322,98570865.26,13195560885,1196,Finance,Investment Banks/Brokers,-1.93156733,-3.07020962,NYSE ARCA
CLX,Clorox Company (The),148.78,-0.95200053,Buy,662095,-0.5680679,98506494.1,18357189819,9000,Consumer Non-Durables,Household/Personal Care,0.08745375,-1.26095036,NYSE
JNPR,"Juniper Networks, Inc.",32.38,-0.21571649,Buy,3041588,-0.24645718,98486619.44000003,10509108796.000002,10191,Electronic Technology,Telecommunications Equipment,-2.58724428,-1.46074254,NYSE
LBRDK,Liberty Broadband Corporation,88.15,2.17920482,Neutral,1116570,2.81082342,98425645.5,13054771895,1900,Communications,Wireless Telecommunications,-2.98261061,-2.68271142,NASDAQ
EIX,Edison International,65.79,0.59633028,Buy,1493500,0.61171433,98257365.00000001,25123536521.999996,13003,Utilities,Electric Utilities,-1.30513051,0.64249656,NYSE
ALLY,Ally Financial Inc.,25.01,0.72492952,Sell,3927429,1.46044625,98224999.29,7469159328.000001,10500,Finance,Regional Banks,-7.40466494,-4.24961715,NYSE
ES,Eversource Energy (D/B/A),84.05,-0.63837333,Buy,1160330,-0.36747274,97525736.5,29275238333,9227,Utilities,Electric Utilities,1.43615737,0.40616414,NYSE
ERIC,Ericsson,6.45,0.78125,Buy,15110350,-3.44311377,97461757.5,21813754718.496,101322,Electronic Technology,Telecommunications Equipment,1.25588697,-1.52671756,NASDAQ
ITUB,Itau Unibanco Banco Holding SA,4.58,-3.17124736,Strong Sell,21124152,-1.61117078,96748616.16,42312751025.653,99600,Finance,Major Banks,-8.03212851,-9.12698413,NYSE
TPR,"Tapestry, Inc.",36.39,-1.46222583,Buy,2652442,-0.27404768,96522364.38,8768581695,18100,Retail Trade,Apparel/Footwear Retail,-3.65369341,-6.23550631,NYSE
STOR,STORE Capital Corporation,31.98,0.03127932,Buy,3012337,-0.0625,96334537.26,9040292443,117,Finance,Real Estate Investment Trusts,0.2507837,0.43969849,NYSE
RJF,"Raymond James Financial, Inc.",113.46,-0.1759634,Neutral,844103,0.28283543,95771926.38,24401115704,22043,Finance,Investment Banks/Brokers,-2.94268606,-4.78348439,NYSE
CCK,"Crown Holdings, Inc.",80.26,-1.46101903,Sell,1192339,-1.31562769,95697128.14,9626880230.999998,26000,Process Industries,Containers/Packaging,-2.37197421,-4.55464383,NYSE
PFGC,Performance Food Group Company,59.68,-0.86378738,Buy,1597916,-0.16728003,95363626.88,9290561293.000002,35000,Transportation,Other Transportation,-2.13184651,-1.80980586,NYSE
CNP,"CenterPoint Energy, Inc (Holding Co)",30.45,0.32948929,Buy,3126480,0.76108537,95201316,19169360855.999996,12901,Utilities,Electric Utilities,-2.12150434,-0.71731334,NYSE
BERY,"Berry Global Group, Inc.",60.03,-1.02225886,Buy,1578399,-0.54671968,94751291.97,7449722756.999999,46000,Producer Manufacturing,Miscellaneous Manufacturing,2.44027304,-1.39618922,NYSE
KKR,KKR & Co. Inc.,48,-0.55935364,Sell,1972549,-0.45624222,94682352,41333370117,3238,Finance,Investment Managers,-7.55007704,-8.13397129,NYSE
PPG,"PPG Industries, Inc.",130.41,0.03835532,Buy,718847,-0.03066309,93744837.27,30649922729.000004,49300,Process Industries,Industrial Specialties,-3.5571661,-5.0182083,NYSE
ACGL,Arch Capital Group Ltd.,60.04,-0.85865258,Buy,1561013,-0.66181337,93723220.52,22207176241,5200,Finance,Multi-Line Insurance,0.21699215,-0.92409241,NASDAQ
GPS,"Gap, Inc. (The)",13.9,-4.66392318,Buy,6698425,-3.27070285,93108107.5,5074174330,97000,Retail Trade,Apparel/Footwear Retail,-4.40165062,-6.3973064,NYSE
FHN,First Horizon Corporation,24.48,-0.28513238,Neutral,3803366,-0.40683483,93106399.68,13140957586,7867,Finance,Regional Banks,-1.4889336,-0.81037277,NYSE
VRSN,"VeriSign, Inc.",197.67,0.13677812,Buy,470923,0.18245401,93087349.41,20956272783,904,Technology Services,Internet Software/Services,-1.07101747,-2.19198417,NASDAQ
BRX,Brixmor Property Group Inc.,22.54,-0.26548673,Neutral,4115993,0.04438526,92774482.22,6760041919,501,Finance,Real Estate Investment Trusts,-2.76100086,-2.12765957,NYSE
CRL,"Charles River Laboratories International, Inc.",210.17,0.04760318,Sell,441184,0.55980861,92723641.28,10693166719.000002,20000,Commercial Services,Miscellaneous Commercial Services,-8.05005031,-5.60944938,NYSE
CPT,Camden Property Trust,116,-0.18070734,Sell,799104,-0.12914335,92696064,12357251526,1700,Finance,Real Estate Investment Trusts,-3.59843763,-3.2365699,NYSE
TYL,"Tyler Technologies, Inc.",323.08,1.45710338,Sell,285982,1.72544081,92395064.56,13453018400.000002,6800,Technology Services,Packaged Software,-5.73612651,-5.59289346,NYSE
CS,Credit Suisse Group,3.37,1.5060241,Sell,27372569,-0.5899705,92245557.53,13147499372.7525,50110,Finance,Investment Banks/Brokers,2.74390244,-0.29585799,NYSE
ETR,Entergy Corporation,116.87,-0.11111111,Buy,786521,0.26595745,91920709.27000003,23781135650.000004,12369,Utilities,Electric Utilities,0.51604025,0.8282288,NYSE
Z,"Zillow Group, Inc.",35.1,0.45792788,Neutral,2611250,1.24026536,91654875,8283094633.999999,8005,Finance,Real Estate Development,-7.58293839,-9.25542916,NASDAQ
TOST,"Toast, Inc.",19.3,1.79324895,Buy,4742502,2.33297985,91530288.6,10050449995,3172,Technology Services,Packaged Software,5.11982571,7.28182324,NYSE
TW,Tradeweb Markets Inc.,64.55,0.52951254,Buy,1410749,1.19140931,91063847.95,15127843116,1046,Finance,Investment Banks/Brokers,5.02766027,1.78177231,NASDAQ
CAG,"ConAgra Brands, Inc.",38.02,-1.22109639,Buy,2391427,-1.1183355,90922054.54,18221275505,18000,Consumer Non-Durables,Food: Specialty/Candy,0.10531859,-0.26232949,NYSE
MASI,Masimo Corporation,138.49,-0.27363721,Sell,656516,0.51531427,90920900.84,7279680458,6200,Health Technology,Medical Specialties,-4.45011729,-4.81786942,NASDAQ
HRL,Hormel Foods Corporation,47.02,-1.32214061,Strong Sell,1933023,-1.21848739,90890741.46,25682212898.999996,20000,Consumer Non-Durables,Food: Meat/Fish/Dairy,0.04255319,-1.30142737,NYSE
EQH,"Equitable Holdings, Inc.",29.7,-2.36686391,Sell,3054440,-1,90716868,10990259233,7800,Finance,Financial Conglomerates,-6.42722117,-7.12945591,NYSE
UNVR,Univar Solutions Inc.,32.75,-1.94610778,Buy,2725733,-1.68117682,89267755.75,5343703003,9450,Distribution Services,Wholesale Distributors,-1.14699668,-4.6301689,NYSE
JAZZ,Jazz Pharmaceuticals plc,151.95,1.25274872,Buy,586174,0.27055563,89069139.3,9567732137.999998,3200,Health Technology,Pharmaceuticals: Major,-3.16104773,-3.37042925,NASDAQ
RRC,Range Resources Corporation,25.22,2.06394172,Sell,3519531,1.28514056,88762571.82,6094038629,527,Energy Minerals,Oil & Gas Production,-12.64288188,-6.03576751,NYSE
WAT,Waters Corporation,336.53,-1.89773787,Buy,262801,-1.38603997,88440420.52999999,19992430704.999996,7800,Health Technology,Medical Specialties,-2.90536642,-3.12059188,NYSE
PKG,Packaging Corporation of America,135.11,-0.62518388,Buy,653416,-0.42010613,88283035.76,12502333275.999998,15200,Process Industries,Containers/Packaging,-0.57399367,-1.9663329,NYSE
ENB,Enbridge Inc,39.13,-0.25490696,Sell,2247500,0.33333333,87944675,79231174933.21016,10900,Industrial Services,Oil & Gas Pipelines,-5.23129087,-3.64442256,NYSE
OMC,Omnicom Group Inc.,75.65,0.05290306,Neutral,1160306,0.17213983,87777148.9,15426254973,71700,Commercial Services,Advertising/Marketing Services,-5.15295888,-3.81436745,NYSE
FICO,Fair Isaac Corporation,615.45,-1.52642442,Buy,142127,-0.85540305,87472062.15,15371243452.000002,3404,Technology Services,Packaged Software,-0.68902085,-0.94476276,NYSE
NYCB,"New York Community Bancorp, Inc.",8.64,1.64705882,Sell,10115010,1.17096019,87393686.4,5885013573.999999,2815,Finance,Savings Banks,-7.59358289,-4.53038674,NYSE
RSG,"Republic Services, Inc.",135.81,-0.3960396,Buy,642989,-0.54920914,87324336.09,42916087710.99999,35000,Industrial Services,Environmental Services,-2.49838467,-3.35183604,NYSE
CSL,Carlisle Companies Incorporated,248.33,-1.38591057,Sell,350331,-0.96905408,86997697.23,12842625750,11500,Producer Manufacturing,Building Products,-5.61742237,-4.38917337,NYSE
CAR,"Avis Budget Group, Inc.",182.54,-1.85493844,Sell,472904,-0.69093085,86323896.16,7569278493.000001,21000,Finance,Finance/Rental/Leasing,-18.36314848,-15.98858616,NASDAQ
MIDD,The Middleby Corporation,137.98,-0.84794481,Sell,624953,-0.06518433,86231014.94,7434848140.000001,10624,Producer Manufacturing,Industrial Machinery,-4.30681739,-4.14061414,NASDAQ
VTR,"Ventas, Inc.",45.43,0.64244572,Buy,1883916,0.57560328,85586303.88,18677090278,434,Finance,Real Estate Investment Trusts,-2.36406619,-1.7517301,NYSE
ARES,Ares Management Corporation,69.16,-1.42531357,Sell,1233124,0,85282855.83999999,11993732985,2100,Finance,Investment Managers,-11.77446103,-8.96406476,NYSE
HIG,"Hartford Financial Services Group, Inc. (The)",74.64,-0.28056112,Buy,1135257,-0.29388191,84735582.48,23742904537,18100,Finance,Multi-Line Insurance,-2.26528742,-1.58227848,NYSE
AGNC,AGNC Investment Corp.,9.9,-0.2016129,Buy,8558751,0,84731634.9,5659053444,50,Finance,Real Estate Investment Trusts,-0.9009009,-1.0989011,NASDAQ
RL,Ralph Lauren Corporation,107.51,-4.1202176,Neutral,782152,-3.19647038,84089161.52000001,7094715475,22200,Distribution Services,Wholesale Distributors,-4.95933522,-6.96607823,NYSE
CHRW,"C.H. Robinson Worldwide, Inc.",95.3,-0.81182348,Strong Sell,881225,-0.93555094,83980742.5,11217712375.999998,16877,Transportation,Air Freight/Couriers,-4.90919976,-1.45796712,NASDAQ
WCN,"Waste Connections, Inc.",139.94,-0.41983918,Neutral,599294,-0.41983918,83865202.36,35992757156.31059,19998,Industrial Services,Environmental Services,-3.15570934,-3.78824338,NYSE
VOD,Vodafone Group Plc,10.58,0.95419847,Sell,7913112,0,83720724.96,29068656979.832603,104000,Communications,Wireless Telecommunications,-5.78806768,-5.95555556,NASDAQ
GGB,Gerdau S.A.,5.99,0.84175084,Buy,13938001,0.5033557,83488625.99000001,9305061168.148998,,Non-Energy Minerals,Steel,-1.80327869,-0.3327787,NYSE
BMRN,BioMarin Pharmaceutical Inc.,102.33,-1.9733691,Buy,815513,-1.82289168,83451445.28999999,19017920603,3045,Health Technology,Biotechnology,1.3368984,-3.05987116,NASDAQ
HAS,"Hasbro, Inc.",59.49,-0.9325562,Sell,1401078,-0.89955022,83350130.22,8216385657.999998,6640,Consumer Durables,Recreational Products,-5.3008596,-6.03380193,NASDAQ
SSNC,"SS&C Technologies Holdings, Inc.",51.74,2.39461706,Neutral,1608133,2.5366627,83204801.42,13033865855,24900,Technology Services,Information Technology Services,-3.75744048,-3.27163956,NASDAQ
RE,"Everest Re Group, Ltd.",332.56,-0.35356865,Buy,249168,-0.37446452,82863310.08,13024724025.999998,1947,Finance,Property/Casualty Insurance,-1.59199858,-0.27288812,NYSE
LYV,"Live Nation Entertainment, Inc.",71.77,0.41975654,Sell,1151594,0.85722316,82649901.38,16570247318.999998,10200,Consumer Services,Movies/Entertainment,-1.36063771,-2.90854978,NYSE
KNX,Knight-Swift Transportation Holdings Inc.,54.78,-0.63486305,Neutral,1507267,-0.21857923,82568086.26,8802926637,27900,Transportation,Trucking,-1.17265019,-3.4203103,NYSE
WU,Western Union Company (The),13.98,0.50323508,Sell,5892358,1.1577424,82375164.84,5398667703,10500,Finance,Finance/Rental/Leasing,-4.63847203,-3.18559557,NYSE
GFS,GlobalFoundries Inc.,63.42,1.60205062,Buy,1298082,1.76508344,82324360.44,34230808532.000008,14600,Electronic Technology,Semiconductors,-1.44522145,1.40709946,NASDAQ
MLM,"Martin Marietta Materials, Inc.",356.94,-0.21525817,Buy,230429,-0.01120511,82249327.26,22162652621,10000,Non-Energy Minerals,Construction Materials,-2.60314342,-2.40341235,NYSE
NTES,"NetEase, Inc.",70.17,-1.46046904,Buy,1171228,-1.46046904,82185068.76,47414064962.79664,32064,Technology Services,Packaged Software,-1.33577053,-1.02961918,NASDAQ
AVB,"AvalonBay Communities, Inc.",169.58,-0.01179245,Sell,483744,0.1417267,82033307.52000001,23723790981,2927,Finance,Real Estate Investment Trusts,-3.04173814,-1.73263024,NYSE
BF.B,Brown Forman Inc,67.92,-0.30823426,Sell,1207425,0.1917687,82008306,32493118383,5200,Consumer Non-Durables,Beverages: Alcoholic,-6.98438784,-8.84445041,NYSE
WTW,Willis Towers Watson Public Limited Company,244.53,-0.49643947,Buy,334183,-0.45998535,81717768.99,26467344473.000004,44200,Finance,Insurance Brokers/Services,-0.66217095,-1.22394571,NASDAQ
SONY,Sony Group Corporation,80.38,1.50271499,Buy,1016031,1.13236034,81668571.78,98969617964.34712,108900,Electronic Technology,Computer Processing Hardware,-3.23823282,-2.91097959,NYSE
TTE,TotalEnergies SE,58.83,-1.5562249,Neutral,1382420,-0.32192477,81327768.6,151717113775.10156,101309,Energy Minerals,Integrated Oil,-5.75136174,-2.93680911,NYSE
BALL,Ball Corporation,53.56,-0.61235851,Sell,1518377,-0.3163968,81324272.12,16813564523.000002,24300,Process Industries,Containers/Packaging,-4.4935806,-4.03153557,NYSE
CBRE,CBRE Group Inc,75.84,-0.36784025,Sell,1072014,0.06597176,81301541.76,23961534361.000004,105000,Finance,Real Estate Development,-4.72361809,-4.30283912,NYSE
PEN,"Penumbra, Inc.",216.2,-5.28759802,Buy,375640,-4.8415493,81213368,8210952488.000001,3800,Health Technology,Medical Specialties,3.193165,2.53734883,NYSE
SRPT,"Sarepta Therapeutics, Inc.",118.36,-0.82118317,Buy,686087,-0.62967005,81205257.32,10389945928,840,Health Technology,Pharmaceuticals: Major,-3.62348343,-6.24950495,NASDAQ
RGEN,Repligen Corporation,163.32,-6.06775177,Strong Sell,495891,-5.67715853,80988918.11999999,9068251449,1852,Health Technology,Pharmaceuticals: Major,-8.67814807,-12.21714593,NASDAQ
LUMN,"Lumen Technologies, Inc.",5.49,1.66666667,Sell,14702044,2.42537313,80714221.56,5679859136,36000,Communications,Specialty Telecommunications,0.36563071,-0.36297641,NYSE
HDB,HDFC Bank Limited,68.7,0.98485962,Buy,1174848,0.98485962,80712057.60000001,110489122087.06316,141579,Finance,Regional Banks,-2.64985121,0.73313783,NYSE
TECK,Teck Resources Ltd,36.69,-1.52979066,Buy,2194947,-1.97702378,80532605.42999999,18806177549.53855,10600,Energy Minerals,Coal,-1.07845781,-2.67904509,NYSE
WSC,WillScot Mobile Mini Holdings Corp.,46.25,-0.96359743,Neutral,1739103,-0.40913006,80433513.75,9661154003,4700,Finance,Finance/Rental/Leasing,-4.06554657,-4.52105698,NASDAQ
SWAV,"ShockWave Medical, Inc.",230.06,-3.7043238,Sell,348306,-3.30363147,80131278.36,8314895615,657,Health Technology,Medical Specialties,-9.28233438,-7.93549162,NASDAQ
MUSA,Murphy USA Inc.,288.17,-0.89417753,Sell,276907,0.04165943,79796290.19,6510913793,14615,Retail Trade,Specialty Stores,-2.58273892,-0.01734786,NYSE
LYB,LyondellBasell Industries NV,81.46,-0.14709488,Sell,979531,-0.08585797,79792595.25999999,26525367455,19100,Process Industries,Chemicals: Specialty,-4.1759793,-4.05182568,NYSE
MBLY,Mobileye Global Inc.,33.7,6.6793289,Strong Buy,2361288,6.64556962,79575405.60000001,27024431198.500004,,Technology Services,Packaged Software,18.2041389,5.51033187,NASDAQ
KMX,CarMax Inc,65.7,0.33598045,Sell,1200348,1.46718147,78862863.60000001,10381617058,32647,Retail Trade,Specialty Stores,-5.27681661,-5.5898836,NYSE
FWONK,Liberty Media Corporation - Series C Liberty Formula One,61.67,2.83475071,Buy,1269886,3.16159251,78313869.62,29455515709,,Consumer Services,Movies/Entertainment,1.19789957,0.70215545,NASDAQ
VST,Vistra Corp.,23.86,1.14455278,Buy,3274481,1.92225545,78129116.66,9495170543,5060,Utilities,Electric Utilities,-1.93177148,-0.54189246,NYSE
PDCE,"PDC Energy, Inc.",61.82,-3.60205832,Strong Sell,1261288,-3.45150711,77972824.16,5696382912.000001,535,Energy Minerals,Oil & Gas Production,-16.81916039,-14.80154355,NASDAQ
IVZ,Invesco Ltd,18.35,-0.86439762,Neutral,4231070,-0.32590983,77640134.5,8345297711,8513,Finance,Investment Managers,-3.97697541,-3.87637507,NYSE
GWRE,"Guidewire Software, Inc.",62.96,0.4306907,Buy,1231317,1.04317124,77523718.32000001,5154925339,3376,Technology Services,Information Technology Services,6.15410555,3.65492262,NYSE
VOYA,"Voya Financial, Inc.",61.51,-1.06160528,Sell,1250886,-0.54971706,76941997.86,5977102875,6000,Finance,Life/Health Insurance,-6.77478024,-4.69476294,NYSE
MKTX,"MarketAxess Holdings, Inc.",280.93,-0.78754061,Buy,273614,-0.78754061,76866381.02,10573313129,676,Finance,Investment Banks/Brokers,4.85592714,-0.08180396,NASDAQ
SAIA,"Saia, Inc.",228.32,0.3648512,Neutral,336511,1.35843026,76832191.52,6041909832.000001,11600,Transportation,Trucking,-6.26873024,-3.95423187,NASDAQ
DELL,Dell Technologies Inc.,41.83,-0.94719394,Neutral,1835156,-0.14323228,76764575.48,29955647949,133000,Electronic Technology,Computer Processing Hardware,-6.608618,-6.0844185,NYSE
WRB,W.R. Berkley Corporation,73.56,-1.18216013,Neutral,1042789,-1.12903226,76707558.84,19528423861,7681,Finance,Property/Casualty Insurance,-3.56581017,-2.78842342,NYSE
SQM,Sociedad Quimica y Minera S.A.,91.45,-0.10922993,Sell,838040,0.15332384,76638758,25325498376.02921,6081,Process Industries,Chemicals: Specialty,-7.77531263,-8.41261893,NYSE
WPC,W. P. Carey Inc. REIT,78.85,-0.15195644,Sell,965928,-0.55492496,76163422.8,16403379248.000002,183,Finance,Real Estate Investment Trusts,0.06345178,-3.74755859,NYSE
HUBB,Hubbell Inc,250.1,-0.32679739,Buy,303891,-0.55270587,76003139.1,13431828316,18300,Producer Manufacturing,Electrical Products,-1.55868692,0.08804226,NYSE
GRMN,Garmin Ltd.,95.03,-0.60663111,Neutral,797870,-0.28331584,75821586.1,18213824025.000004,18700,Electronic Technology,Telecommunications Equipment,2.19378428,0.75275657,NYSE
JBL,Jabil Inc.,71.47,-0.3902439,Buy,1060752,0.29469548,75811945.44,9622619500.000002,250000,Electronic Technology,Electronic Components,-0.99736806,-0.41800195,NYSE
BG,Bunge Limited Bunge Limited,95.51,-0.88210876,Sell,791717,-0.92323651,75616890.67,14307413184.999998,22000,Process Industries,Agricultural Commodities/Milling,-8.89927509,0.71707266,NYSE
FND,"Floor & Decor Holdings, Inc.",75.8,-0.07909307,Buy,992735,1.29627155,75249313,8043716099.999999,10566,Retail Trade,Home Improvement Chains,1.56773416,-1.71161826,NYSE
MTZ,"MasTec, Inc.",88.29,-0.76430257,Buy,847717,-0.88684329,74844933.93,6907303610,,Industrial Services,Engineering & Construction,-2.7964329,1.07613051,NYSE
WAB,Westinghouse Air Brake Technologies Corporation,100.39,-1.91499756,Neutral,745321,-2.02030061,74822775.19,18257714243,25000,Producer Manufacturing,Trucks/Construction/Farm Machinery,-0.69245227,-2.89224221,NYSE
PII,Polaris Inc.,105.07,-0.09508415,Sell,711219,0.71894172,74727780.33,6089701170.999999,16000,Consumer Durables,Recreational Products,-7.88181659,-9.85758408,NYSE
NTRS,Northern Trust Corporation,87.86,0.84940312,Sell,850111,1.04657849,74690752.46,18311400425,21100,Finance,Financial Conglomerates,-5.63849211,-4.14575605,NASDAQ
HCP,"HashiCorp, Inc.",29.63,2.52595156,Buy,2519920,5.82142857,74665229.6,5699148624.999999,1850,Technology Services,Packaged Software,8.53479853,7.9417122,NASDAQ
CELH,"Celsius Holdings, Inc.",113.74,-3.79768248,Buy,655601,-3.23294198,74568057.74,8669854593,225,Consumer Non-Durables,Beverages: Non-Alcoholic,2.15555955,-3.26586154,NASDAQ
TRU,TransUnion,58.93,-0.99126344,Sell,1263766,-0.2707734,74473730.38,11355810879,10200,Commercial Services,Financial Publishing/Services,-6.57894737,-3.67767244,NYSE
GTLB,GitLab Inc.,46.37,-2.23487244,Buy,1604736,-0.30101054,74411608.32,6941727809,1630,Technology Services,Packaged Software,17.24399494,12.35764478,NASDAQ
DNB,"Dun & Bradstreet Holdings, Inc.",12.95,-1.89393939,Sell,5737622,-2.26415094,74302204.89999999,5642721343,6296,Technology Services,Packaged Software,-3.78900446,-7.5,NYSE
AIZ,"Assurant, Inc.",130.36,0.25378759,Neutral,569589,0.34639366,74251622.04,6887105055,15600,Finance,Multi-Line Insurance,1.6690064,1.46326276,NYSE
FDS,FactSet Research Systems Inc.,449.74,-0.34566807,Buy,163858,-0.07554213,73693496.92,17125845740,11203,Technology Services,Data Processing Services,-2.5038479,-4.54420036,NYSE
MAA,"Mid-America Apartment Communities, Inc.",161.64,-0.9983463,Buy,455308,-0.6576117,73595985.11999999,18665704252,2429,Finance,Real Estate Investment Trusts,-1.9650655,-1.59503227,NYSE
CROX,"Crocs, Inc.",94.77,-1.82326738,Buy,776041,-0.7955616,73545405.57,5851567196,5770,Consumer Non-Durables,Apparel/Footwear,-6.16831683,-8.86623714,NASDAQ
WPM,Wheaton Precious Metals Corp,38.99,-1.34109312,Buy,1883817,-2.05978397,73450024.83,17622037079.15013,44,Non-Energy Minerals,Precious Metals,-0.10248527,-1.66456494,NYSE
ELAN,Elanco Animal Health Incorporated,12.67,0.9561753,Sell,5775142,2.09508461,73171049.14,6008183016.000001,9800,Process Industries,Agricultural Commodities/Milling,-1.55400155,-4.01515152,NYSE
ROL,"Rollins, Inc.",38.51,-1.86034659,Sell,1899031,-2.03510557,73131683.81,18965112939,16482,Consumer Services,Other Consumer Services,-4.77250247,-4.86660079,NYSE
AVTR,"Avantor, Inc.",21.51,-1.42071494,Sell,3399229,-0.69252078,73117415.79,14502138256.000002,13500,Process Industries,Chemicals: Specialty,-3.45601436,-5.40897098,NYSE
FFIV,"F5, Inc.",149.49,-1.63190103,Sell,485753,-1.65131579,72615215.97,9024503898.000002,7089,Technology Services,Packaged Software,-3.31155811,-2.89073665,NASDAQ
KIM,Kimco Realty Corporation,21.71,-0.18390805,Sell,3342870,0.13837638,72573707.7,13426783737,606,Finance,Real Estate Investment Trusts,-5.27923211,-3.98053958,NYSE
EPAM,"EPAM Systems, Inc.",343.88,-0.62707701,Sell,210811,-0.41700452,72493686.67999999,19777738799,58824,Technology Services,Information Technology Services,-6.70139454,-7.01925157,NYSE
NU,Nu Holdings Ltd.,3.93,-3.43980344,Sell,18387567,-2.48138958,72263138.31,18085040486,6075,Technology Services,Information Technology Services,-11.68539326,-11.88340807,NYSE
PENN,"PENN Entertainment, Inc.",33.01,0.18209408,Sell,2162060,-1.01949025,71369600.6,5120434217,21973,Consumer Services,Casinos/Gaming,-6.19494174,-5.76648587,NASDAQ
NEP,"NextEra Energy Partners, LP",74.52,-1.70162248,Strong Sell,953514,-1.45464163,71055863.28,6448608650,,Utilities,Electric Utilities,-7.41707044,-6.82670668,NYSE
LEA,Lear Corporation,130.39,-0.34393152,Sell,543571,0.56301095,70876222.69,7706788894.000001,160100,Producer Manufacturing,Auto Parts: OEM,-9.60205214,-5.88957055,NYSE
XP,XP Inc.,15.9,0,Strong Sell,4453661,1.20942075,70813209.9,8848680586.000002,6193,Technology Services,Internet Software/Services,-9.19474586,-13.4458356,NASDAQ
PEAK,"Healthpeak Properties, Inc.",25.35,-0.6661442,Neutral,2787038,-0.54923499,70651413.3,13753391744,196,Finance,Real Estate Investment Trusts,-3.46534653,-3.17035905,NYSE
CMA,Comerica Incorporated,65.94,1.16600184,Sell,1069233,1.75925926,70505224.02,8635003099,7611,Finance,Major Banks,-8.08475049,-5.96120936,NYSE
GPK,Graphic Packaging Holding Company,22.1,-0.54005401,Sell,3169738,-0.4055881,70051209.80000001,6787309519.999999,25000,Process Industries,Containers/Packaging,-3.82941688,-3.78754898,NYSE
PODD,Insulet Corporation,302.32,-0.33625635,Buy,231637,-0.30339005,70028497.84,20995731478.000004,2300,Health Technology,Medical Specialties,0.98540268,-1.86327339,NASDAQ
HLN,Haleon plc,7.72,0.65189048,Buy,9025387,-0.51546392,69675987.64,35645500000,,Distribution Services,Medical Distributors,12.04644412,7.97202797,NYSE
GBTC,Grayscale Bitcoin Trust (BTC),8.03,-1.95360195,Sell,8596664,-1.83374083,69031211.92,5559731856,,Miscellaneous,Investment Trusts/Mutual Funds,-11.27071823,-10.57906459,OTC
MKC,"McCormick & Company, Incorporated",85.28,-0.43199066,Buy,808984,-0.11712345,68990155.52,22875863278.000004,14000,Consumer Non-Durables,Food: Specialty/Candy,0.11739845,-1.27344293,NYSE
REG,Regency Centers Corporation,65.73,-0.34869618,Buy,1047536,0.03043677,68854541.28,11296630774,432,Finance,Real Estate Investment Trusts,-1.05374078,-0.12156207,NASDAQ
CCJ,Cameco Corporation,21.67,-0.77838828,Sell,3176695,-0.68744271,68838980.65,9372276741.666668,,Non-Energy Minerals,Other Metals/Minerals,-11.11566858,-8.83466554,NYSE
ALV,"Autoliv, Inc.",79.84,-1.8320423,Sell,855532,-1.07793334,68305674.88000001,6933033317,60600,Producer Manufacturing,Auto Parts: OEM,-9.68325792,-7.05471478,NYSE
